section,title,url
google_chrome_ai_challenge,Lexi,https://devpost.com/software/lexi-b5alne
google_chrome_ai_challenge,TextFlow Dev,https://devpost.com/software/textflow-dev
google_chrome_ai_challenge,QuizzyBrowser,https://devpost.com/software/quizzybrowser
google_chrome_ai_challenge,Freudify,https://devpost.com/software/freudify
google_chrome_ai_challenge,YT Timestamp Bookmark,https://devpost.com/software/yt-timestamp-bookmark
google_chrome_ai_challenge,QuickGist,https://devpost.com/software/quickgist-l3q9yg
google_chrome_ai_challenge,FindMarketDriver,https://devpost.com/software/findmarketdriver-gsq23h
google_chrome_ai_challenge,PDF Chat Assistant,https://devpost.com/software/pdf-chat-assistant
google_chrome_ai_challenge,Aiders,https://devpost.com/software/aiders
google_chrome_ai_challenge,Superwavy,https://devpost.com/software/superwavy
google_chrome_ai_challenge,Inquira,https://devpost.com/software/inquira
google_chrome_ai_challenge,ShopSavvy Nano,https://devpost.com/software/shopsavvy-nano
google_chrome_ai_challenge,Focus AI,https://devpost.com/software/focus-ai
google_chrome_ai_challenge,Clariff,https://devpost.com/software/clariff
google_chrome_ai_challenge,SumMate,https://devpost.com/software/summate
google_chrome_ai_challenge,Content Curtain,https://devpost.com/software/contentcurtain
google_chrome_ai_challenge,Study bubby,https://devpost.com/software/study-bubby
google_chrome_ai_challenge,NanoScope,https://devpost.com/software/nanoscope-1vx5r0
google_chrome_ai_challenge,Youtube Comment Summarizer,https://devpost.com/software/youtube-comment-summarizer
google_chrome_ai_challenge,FocusedFind,https://devpost.com/software/focusedfind
google_chrome_ai_challenge,AI Super Assistant: Your Chrome-Powered AI Companion,https://devpost.com/software/ai-super-assistant-your-chrome-powered-ai-companion
google_chrome_ai_challenge,AI Japanese Tutor,https://devpost.com/software/ai-japanese-tutor
google_chrome_ai_challenge,Ez-Answer AI,https://devpost.com/software/ez-answer-ai
google_chrome_ai_challenge,QuickText Rewriter,https://devpost.com/software/quicktext-rewriter
google_chrome_ai_challenge,Locked In,https://devpost.com/software/locked-in-s0bk68
google_chrome_ai_challenge,QuestScout,https://devpost.com/software/teenyai
google_chrome_ai_challenge,AI-powered travel assistant Chrome extension,https://devpost.com/software/ai-powered-travel-assistant-chrome-extension
google_chrome_ai_challenge,Dyslexic Friendly Reader,https://devpost.com/software/dyslexic-friendly-reader
google_chrome_ai_challenge,GemiTab,https://devpost.com/software/gemitab
google_chrome_ai_challenge,Glance2Web,https://devpost.com/software/glance2web
google_chrome_ai_challenge,Bookmarks PRO,https://devpost.com/software/bookmarks-pro
google_chrome_ai_challenge,Highlights AI,https://devpost.com/software/highlights-ai
google_chrome_ai_challenge,Parsnip- Chrome Extension to Semantic Search across All Tabs,https://devpost.com/software/parsnip-semantically-search-and-save-snippets-of-text
google_chrome_ai_challenge,AI Learner,https://devpost.com/software/ai-learner-xhs7y9
google_chrome_ai_challenge,Local AI Proofreader Profiles,https://devpost.com/software/local-ai-proofreader-profiles
google_chrome_ai_challenge,Explainium,https://devpost.com/software/explainium
google_chrome_ai_challenge,Scandy AI - Shop & Save,https://devpost.com/software/qeweqw
google_chrome_ai_challenge,Sachi Sakhi,https://devpost.com/software/sachi-sakhi
google_chrome_ai_challenge,Context Aware Word & Phrase Blocker,https://devpost.com/software/context-aware-word-phrase-blocker
google_chrome_ai_challenge,ToneLift AI,https://devpost.com/software/tonelift-ai
google_chrome_ai_challenge,WordFusion,https://devpost.com/software/wordfusion
google_chrome_ai_challenge,Audio Translation,https://devpost.com/software/audio-translation
google_chrome_ai_challenge,Smart Summarize,https://devpost.com/software/smart-summarize
google_chrome_ai_challenge,Dietary Navigation,https://devpost.com/software/dietary-navigation
google_chrome_ai_challenge,Speechee,https://devpost.com/software/speechee
google_chrome_ai_challenge,Hue & You,https://devpost.com/software/hue-you
google_chrome_ai_challenge,Job Tracker,https://devpost.com/software/job-tracker-4qvbuf
google_chrome_ai_challenge,Summify - A Web Page Summarizer,https://devpost.com/software/summify-a-web-page-summarizer
built_with_flutter,ClarityCam,https://devpost.com/software/claritycam
built_with_flutter,Sleep Fixer,https://devpost.com/software/sleep-fixer-7uzlwe
built_with_flutter,StoryGen,https://devpost.com/software/storygen-zbn07u
built_with_flutter,CivicSense,https://devpost.com/software/civicsense-o9ya8z
built_with_flutter,Fishbox app,https://devpost.com/software/fishbox-app
built_with_flutter,HemaSphere,https://devpost.com/software/hemasphere
built_with_flutter,SwipeBoy,https://devpost.com/software/swipeboy
built_with_flutter,V-clean,https://devpost.com/software/v-clean
built_with_flutter,Preggify,https://devpost.com/software/preggify
built_with_flutter,Xplore,https://devpost.com/software/xplore-igc0lz
built_with_flutter,Swift Prep,https://devpost.com/software/swift-prep
built_with_flutter,Saarthi,https://devpost.com/software/saarthi-9ia57e
built_with_flutter,sonix,https://devpost.com/software/sonix
built_with_flutter,Humanly,https://devpost.com/software/humanly-1eram2
built_with_flutter,WANIGO!,https://devpost.com/software/wanigo
built_with_flutter,Nemes Spark,https://devpost.com/software/nemes-spark
built_with_flutter,Traverz,https://devpost.com/software/traverz
built_with_flutter,CarSafe App,https://devpost.com/software/carsafe-app
built_with_flutter,RepSet,https://devpost.com/software/repset
built_with_flutter,Mentorful,https://devpost.com/software/mentorful-wqhcid
built_with_flutter,Budget Buddy,https://devpost.com/software/budget-buddy-4wxbnc
built_with_flutter,PCOSense,https://devpost.com/software/pcosense
built_with_flutter,Gauge,https://devpost.com/software/gaugeai
built_with_flutter,Damkar-IN,https://devpost.com/software/damkar-in
built_with_flutter,fluffi,https://devpost.com/software/fluffi
built_with_flutter,Biomap,https://devpost.com/software/biomap
built_with_flutter,DocFusion,https://devpost.com/software/docfusion
built_with_flutter,Quotor,https://devpost.com/software/quotor
built_with_flutter,shop flow,https://devpost.com/software/sable
built_with_flutter,Empower Fix,https://devpost.com/software/empower-fix
built_with_flutter,smart health gaurd,https://devpost.com/software/smart-health-gaurd-1jl5ag
built_with_flutter,smart health gaurd,https://devpost.com/software/smart-health-gaurd-592mbg
built_with_flutter,Stride,https://devpost.com/software/stride-6yb0ra
built_with_flutter,smart health gaurd,https://devpost.com/software/smart-health-gaurd-zos60u
built_with_flutter,Foodee,https://devpost.com/software/foodee
built_with_flutter,PayOff,https://devpost.com/software/payoff-z4f9cd
built_with_flutter,Park Easy,https://devpost.com/software/park-easy-0tejnl
built_with_flutter,Medeté,https://devpost.com/software/medete
built_with_flutter,PRAGYA –Wisdom in Practice,https://devpost.com/software/pragya-your-ai-wellness-companion-rooted-in-sanskrit-wisdom
built_with_flutter,Vyapaari Ai,https://devpost.com/software/vyapaari-ai
built_with_flutter,CitySync,https://devpost.com/software/citysync
built_with_flutter,Super Senior,https://devpost.com/software/supersenior
built_with_flutter,Battery Saver,https://devpost.com/software/battery-saver-4pukli
built_with_flutter,TGU Insight: Motion Analytics for Functional Strength,https://devpost.com/software/tgu-insight-motion-analytics-for-functional-strength
built_with_flutter,AI-Powered Personal fitness innovation app,https://devpost.com/software/ai-powered-personal-fitness-innovation-app
built_with_flutter,Agrolytix by Agrobot & Technologies,https://devpost.com/software/agrolytix-by-agrobot-technologies
built_with_flutter,FlexiLearn: The Adaptive Assessment Platform,https://devpost.com/software/flexilearn-the-adaptive-assessment-platform-k58f2p
built_with_flutter,Scanwich,https://devpost.com/software/scanwich-kge9dm
built_with_flutter,BrainHackers - WokeScroll,https://devpost.com/software/wokescroll
built_with_flutter,ExerAI,https://devpost.com/software/exerai
built_with_flutter,FIANNCIAL MANAGEMENT SYSTEM USING BLOCKCHAIN TECHNOLOGY,https://devpost.com/software/fianncial-management-system-using-blockchain-technology
built_with_flutter,Symbiosis,https://devpost.com/software/symbiosis-625loj
built_with_flutter,Tap2Wifi,https://devpost.com/software/tap2wifi
built_with_flutter,TenderIQ,https://devpost.com/software/tenderiq-52osev
built_with_flutter,LIYIL,https://devpost.com/software/liyil
built_with_flutter,SERP Surg3on: Multi-Agent SEO Optimizer,https://devpost.com/software/serp-surg3on-multi-agent-seo-optimizer
built_with_flutter,Fact Checked,https://devpost.com/software/fact-checked
built_with_flutter,EchoMed AI,https://devpost.com/software/econexus-xlh4c5
built_with_flutter,Star Seeker,https://devpost.com/software/star-seeker-1v4qzi
built_with_flutter,Tau,https://devpost.com/software/draft-ogfl2j
built_with_flutter,Gauge,https://devpost.com/software/gauge-exndlc
built_with_flutter,SupplyMe,https://devpost.com/software/supplyme-g2vw46
built_with_flutter,Swivora,https://devpost.com/software/swivora
built_with_flutter,ZimaHealth Connect Lite,https://devpost.com/software/zimahealth-connect-lite
built_with_flutter,GlobeGreet,https://devpost.com/software/globegreet
built_with_flutter,Star Seeker,https://devpost.com/software/star-seeker-fkhctg
built_with_flutter,Alzi,https://devpost.com/software/alzi-nmkui7
built_with_flutter,Ducky AI: Duolingo For Deaf Individuals,https://devpost.com/software/ducky-ai-duolingo-for-deaf-individuals
built_with_flutter,Lucilla AI Agent Game Studio,https://devpost.com/software/lucilla-ai-agent-game-studio
built_with_flutter,TranslateGPT,https://devpost.com/software/neuropulse
built_with_flutter,Cognscient: Your Memory Friend,https://devpost.com/software/cognscient-your-memory-friend
built_with_flutter,CryptoFunding,https://devpost.com/software/cryptofunding
